id,premise,hypothesis,lang_abv,language,label
ebb7a294bc,مع العلم طوال الوقت ، بعد أن عرفت ، سأعرف دائما هذا الصوت الممزق والفريد,أنا أعرف هذا الصوت,ar,Arabic,0
c0046bd71f,یہ اعداد و شمار اس حقیقت پر روشنی ڈالیں کہ انگریزی کی سب سے بڑی لغت - اب پرنٹ سے باہر - 600،000 یا اسی اندراجات تھے،بہت سے غیر معمولی فارم بھی شامل ہیں.,سب سے بڑا لغت اب بھی پرنٹ کیا جا رہا ہے۔,ur,Urdu,2
2782c755a1,然后我可能会看他们能够负担多少,我不在乎他们能负担得起。,zh,Chinese,2
16461efa4b,"Les principaux personnages du personnel de la Maison-Blanche de Bush seraient Condoleezza Rice, conseillère à la sécurité nationale, qui avait été membre du personnel de NSC dans l'administration de George H.W.",Condoleezza Rice était conseillère à la sécurité nationale durant l'administration Bush.,fr,French,0
1b0784cd0e,"Madrid is the perfect base for explorations into the heart and soul of Spain, with a wealth of fascinating day trips and a trio of UNESCO-honored cities just an hour or so from the city.",There are no UNESCO-honored cities within a hour's drive of Madrid.,en,English,2
969f5e5d46,"Người phương Tây đầu tiên đến Hawaii là Đại úy James Cook, chỉ huy người Anh có nhiệm vụ là để giải tán Northern Passage huyền thoại nối liền Đại Tây Dương và Thái Bình Dương.",James Cook chưa từng đi tới phía tây của California.,vi,Vietnamese,2
00b6cc3de1,sort of a building season season yeah,Kind of a building period.,en,English,0
644c6a69d1,The Edinburgh International Festival (held annually since 1947) is acknowledged as one of the world's most important arts festivals.,The Edinburgh International Festival has been held annually since 1947. ,en,English,0
5bc33fe110,اليوم يستخدم مصطلح barbacoa فقط ليعني طهي اللحم في حفرة ، وتسمى أيضا طبخ الحفرة.,استخدم لفظ الباركوا لوصف عملية شواء الخضروات في الفرن,ar,Arabic,2
ea3d05196b,You'll find galleries in all the major towns and in some of the smaller villages.,The major towns have banned the existence of galleries.,en,English,2
cedbbb440f,He argued that these governors shared the congressional Republican agenda enshrined in the 1994 Contract With America.,The governors were angry men,en,English,1
8810c9e37c,Я уверен абсолютно в обратном.,"Я считаю, что ты ошибаешся, и ответ не нет, а да",ru,Russian,1
9c61468813,"Off El Hurriya Street you'll find the Neo-Classical facade of the Greco-Roman Museum with a fine collection of both Roman, Greek, and Ptolemaic artifacts found around the city and under the waters of the harbor, along with many ancient Egyptian pieces.",The museum is barren and has no artifacts or exhibits. It's a shit museum.,en,English,2
70b45c4d9a,Outside the cathedral you will find a statue of John Knox with Bible in hand.,John Knox has faded into obscurity with no memorials made for him.,en,English,2
d96f00af6c,Many Gothic and Renaissance buildings have been lovingly restored.,The Gothic and Renaissance buildings have been terribly neglected.,en,English,2
f2a7a035d8,Тогава си бил просто нещастен джентълмен.,"Не си имал късмет, но сега си в по-добро положение.",bg,Bulgarian,1
ec7e22c446,Sadece iki tahta kalasın elle kaldırılmasıyla çalışır.,10 ahşap kalas listeliyor.,tr,Turkish,2
207e9b3383,إنعطاف لرؤية القصر الذي صممه مكيم ميد,تم بناء القصر من قبل آدم ساندلر.,ar,Arabic,2
22de2be5f1,"Alonissos has been settled longer than any other Aegean island, estimated by archaeologists to date from 100,000 b.c. , and was valued by many leaders in classical Greek times.",The archaeologists inspecting the site have all but ruined it because of their digging.,en,English,1
16e8d4ae39,เราไม่รู้ว่าพวกเขากำลังจะไปที่ไหน,พวกเราไม่รู้ว่าคนที่ไปเที่ยวที่ไหนกัน,th,Thai,0
fa33f24477,"No se puede decir lo mismo para el New York Times. En su editorial sobre la polémica de la cocaía, el Times aconsejó a Bush que fuera honesto y que dejara al país aceptar esta medida.",El Times dijo que Bush había mentido anteriormente.,es,Spanish,1
38a37784f8,"Rep. Charles Rangel, D-N.Y.: I would say that if you had members of the KKK, that were not directly tied to the murder--that they did not do the murder--that 90 years [in jail] would be excessive.",Rep. Charles Rangel wants all KKK members to do 90 years in prison.,en,English,2
48e78e3179,Вижте списъка с акценти на плажове на страници 82 и 85.,Има списък с плажове.,bg,Bulgarian,0
f9d773cc2d,"The remaining parts of the north, although enticing, are difficult to explore.",The rest of the north presents a steep challenge.,en,English,0
d2c4267352,"This having come to his stepmother's ears, she taxed him with it on the afternoon before her death, and a quarrel ensued, part of which was overheard. ",A love affair sparked just moments before her death.,en,English,2
aeade742b1,"Most large hotels will have a floorshow featuring music and dance, including a voluptuous belly-dancer, who will introduce the audience to the art of gyrating Egyptian style.",Belly-dancers have been banned from the floor shows. ,en,English,2
abca2d9526,"H-2A aliens, as the only category of eligible aliens who reside in the United States temporarily, are particularly affected by the issue before the Commission because of their necessarily short periods of time in the United States.",H-2A aliens have short periods of time in the United States.,en,English,0
31ed7346e6,"Tôi rất vui khi gửi cho bạn lời mời này để tham gia vòng tròn bên trong Thượng nghị sĩ đảng Cộng hòa để kỷ niệm tinh thần của chúng tôi tại Công ước Quốc gia Cộng hòa của chúng tôi tại Houston, Texas, ngày 16-20 tháng 8.",Công ước Quốc gia Cộng hòa chỉ có ở Houston một lần.,vi,Vietnamese,1
43c5382217,آپ موسم گرما میں بیلوگا ویل دیکھ سکتے ہیں، اور خزاں میں برفانی ریچھ، اور اگر آپ بہار یا خزاں کےایکوینوکس کے وقت موجود ہوں تو اورورا بوریالیس کی شمالی بتیاں بھی دیکھ سکتے ہیں۔,والدین بچوں کی نشوونما کو اُن چیزوں کیلئے تعریف کرتے ہوئے جو انہون نے نہیں کیں کمزور کر دیتے ہیں,ur,Urdu,0
abd46210b9,"Pedro tahtını aldı, ancak silahlı mücadele aylarca devam etti ve ondan sonra da uzun süre devam eden acı.",Savaş aylar sürdü.,tr,Turkish,0
661f66a1a7,"Na, kwa kweli, Androv Gromikov hakujibu kitu chochote, lakini tulikuwa na habari zote kutoka kwa filamu za U2 zilizochukuliwa.",U2 ilichukua filamu nyingi.,sw,Swahili,0
b135cf81f8,"The arches that flank the nave are filled with tiers of columns and the walls with windows, while the arches above the entrance and the apse are backed by semi-domes, further increasing the interior space.",The arches that flank the nave are different from the arches above the entrance.,en,English,0
865a383c45,"Designed by George Meikle Kemp, an unknown draftsman of humble birth, the monument took its inspiration from the design of MelroseAbbey.",The design was completely original and uncopied. ,en,English,2
c3eaa45ea0,对于一个被你自己的不完美所玷污的情况，最好的策略是把自己定义为快乐的媒介，超越你左右两边的人。,如果这种情况是你自身的缺陷造成的，那就远离它吧。,zh,Chinese,2
248bccf37e,'Would you like some tea?',Do you want some coffee?,en,English,2
8b29d0dc56,Exhibitions are often held in the splendid entrance hall.,The entrance hall is often used to host exhibitions.,en,English,0
9dd6ed73c9,"Và, tất nhiên, những di tích vĩ đại cho sự hiểu biết về tự do của thế kỷ 18 là Hiến pháp và Tuyên ngôn Nhân quyền.",Không ai trong thế kỷ thứ mười tám hiểu tự do.,vi,Vietnamese,2
f1e7179245,"Meya wa Letohrad, mji ambao Josef Korbel alikua, anasema alimtumia Albright barua tatu miaka ya karibuni.",Korbel hajawahi kuwa na mayo.,sw,Swahili,2
83bb86c25e,"A museum inside the building gives intriguing insight into the life and heyday of the their rich costumes, their scimitars, and rifles inlaid with bright jewels and silver and a horrible bludgeon with a double serrated edge.",There is a museum that is outside next to the building. ,en,English,2
1b6978b204,"Earlier this week, the Pakistani paper Dawn ran an editorial about reports that Pakistani poppy growers are planning to recultivate opium on a bigger scale because they haven't received promised compensation for switching to other crops.",It is illegal to grow opium in Pakistan.,en,English,1
688bf18c4e,جیسا کہ میں تم کو امریکہ سے نہیں لکھ رہا ہوں‏، عموماً جہاں میں ہوتا ہوں وہیں ہوں‏، اس لیے میرے لیے دستخط کرو ․․․․,ریاست ہائے متحدہ امریکہ میں دو ہفتے کی چھٹی پر میں آپ کے لیے لکھ رہا ہوں.,ur,Urdu,2
2bd83e442b,substitute my my yeah my kid'll do uh four or five hours this week for me no problem,I just can't make the time because of my job.,en,English,1
9970695490,呃，那么晚啦，我们只看了与狼共舞，还看了什么？ 呃，沉默的羔羊。,我看过了“与狼共舞”。,zh,Chinese,0
f663f2ab12,"Louisa May Alcott na Nathaniel Hawthrone waliishi Pinckney Street, huku Barabara ya Beacon ambayo Oliver Wendell Holmes alitaja barabara angavu iliyoshikilia mwanahistoria aliyejisifu William Prescott.",Hawthorne aliishi katika mtaa mkuu.,sw,Swahili,2
acb8f99023,Brit  Now that would be a good debate!,That would be a horrible debate.,en,English,2
5221d82cef,"Favored by the Ancient Egyptians as a source of turquoise, the Sinai was, until recently, famed for only one event but certainly an important one.",The Sinai was a source of turquoise for Ancient Egyptians. ,en,English,0
65ca021e9a,"За отелем, за 1898 года статуей Самуэля де Шамплена, основатель города, из Dufferin Terrace открывается великолепный вид на Сен-Лоуренс и вниз по течению до Иль-Орлеан",Статуя основателя города была построена в 1898 году.,ru,Russian,0
140cca44b0,"Su precursor fue ahora el bastante obsoleto (1398),  una micción lenta y dolorosa.",Strangury precedió a la enfermedad de transmisión sexual.,es,Spanish,1
0c5fb8b0d5,"На Рождество дети ходили по домам, стучали в двери, просили и получали сладости или небольшие игрушки.",Дети не сидели дома в Рождество.,ru,Russian,0
6f0cfa1e60,um well i hate to yes i do,I hate to.,en,English,0
a1a11d4e8e,Na mara moja angekumbuka maneno angekuwa ameweza.,Angekumbuka yale maneno kama angeweza kukumbuka.,sw,Swahili,0
e2db5bf891,这些乐器的合奏组成了几个流行音乐流派的基本管弦乐队。,乐器是小提琴、贝司和萨克斯管。,zh,Chinese,1
b496488003,Чтобы время от времени заниматься благотворительностью. — И он мягко рассмеялся.,"А вы можете быть щедрым, —  сказал он, смеясь.",ru,Russian,0
dda4cc68e5,"Едно от езиковите феномени, възникнали през последните стотина години, е приемането на идеята, че важна стъпка в решаването на проблемите е да им даваме име.","Общоприето е, че няма смисъл да изброяваме проблемите, тъй като това отнема време, а в същото време се появяват и променят нови проблеми преди да могат да им бъдат намерени решения.",bg,Bulgarian,2
eaac679324,i have been and uh some of the boy scouts have been up in there they have got some great hiking trails and camping areas up in there,The boy scouts go where there are good hiking trails and camping areas.,en,English,0
c768bd1632,"Pia katika Australia, Centrelink imeamua kwamba asilimia 65 ya malipo yake yasiyozuilika yanayotuhusiwa 13  utangazaji usio sahihi wa mapato kwa mteja au mfadhilika.",Centelink haijawahi kuwa na malipo yasiyo sahihi yanayosababishwa na tangazo la mapato lisilo sahihi la wateja.,sw,Swahili,2
facc7ccc13,وهم يعرفون إلى حدٍ كبير مقدار ما سيحصلون عليه، فهم يتأكدون فقط أنهم لا يشترون,هم على علم بالأموال التي يملكونها كدخل.,ar,Arabic,0
970a577532,"Sure, the man yells back, you're in a hot air balloon about 30 feet above this field.",The man remains silent and merely smiles ,en,English,2
98460dd451,well uh what do you think about taxes do you think we're paying too much,Do you think our taxes are too high?,en,English,0
3d2364c951,"The most important directions are simply up and up leads eventually to the cathedral and fortress commanding the hilltop, and down inevitably leads to one of three gates through the wall to the new town.",The cathedral and fortress are located higher while the gates are below.,en,English,0
c7f3bc2e59,"The islands' names refer to the different force winds hitting them, not their topography.",The name of the islands are based on their topography.,en,English,2
5c9c536f68,profit rather,Our profit has not been good.,en,English,1
15b1f30cf6,"Though he abstains from showbizzy campaigning, he markets his virtue and exploits his legend.","He is capable to market his virtue, exploiting his legend, but fans are starting to get tired of it.",en,English,1
bd008af08d,"First, the horsemen brought out a teaser horse.",The horsemen firstly brought out the horse meant for the main event.,en,English,2
a3002b8d4a,КАКВО ПРЕДСТАВЛЯВА СТАРШЕТО ПРЕДИЗВИКАТЕЛСТВО?,Има предизвикателство за възрастните хора.,bg,Bulgarian,0
f1eb74b7ea,"Το μόνο που κάναμε, ποτέ δεν μας έλεγαν σε ποιο μέρος πήγαιναν, ακόμα και όταν έφευγαν από τη βάση για να πάνε για κάπου αλλού για να μείνουν για λίγο.",Μας έλεγαν πάντα πού βρίσκονταν και πού πήγαιναν.,el,Greek,2
914c4928df,"96 Y los padres y entrenadores que critican en lugar de alentar y no permiten que los jugadores se olviden de la derrota, provocan ansiedad intensa en algunos jóvenes.",Algunos entrenadores causan ansiedad.,es,Spanish,0
96c50a5577,"Of the four main buildings, all of them whitewashed and decorated with bright painted sculptures, the first is where the worshippers bring offerings of flowers and fruit, the second is for sacred dances, and the third for viewing the divine effigies, which are enshrined in the sanctum of the fourth and tallest edifice.",The bright painted sculptures are of Buddha.,en,English,1
401ad2df04,Then he is very sure. ,He is very sure of himself.,en,English,1
9391a231db,"But employers are still driving, and that's all that counts.",Employers have refused to continue driving.,en,English,2
d7e0eb12a2,"Πολλοί αξιωματικοί του PAPD σκαρφάλωναν επίσης στον Νότιο Πύργο, συμπεριλαμβανομένης της ομάδας PAPD ESU.",Κάθε αξιωματικός κουβαλούσε πάνω από είκοσι κιλά εξοπλισμού πάνω του.,el,Greek,1
552719312c,"Over most of the 1980s and 1990s, the U.S. was able to invest more than it saved by attracting financing from abroad.",The US could invest more than it saved in the 1980's and 90's.,en,English,0
ac54e3b779,Пей-тауэр извилистая тропа ведёт наверх к Гонконг-парку.,Эта дорога — 5 миль до Гонконгского парка.,ru,Russian,1
4a009a5d86,"A funny place for a piece of brown paper, I mused. ","I thought that the brown paper being there was strange, but unfortunately I put the thought out of my mind and went about my day.",en,English,1
37c81c2e30,"Even if you're the kind of traveler who likes to improvise and be adventurous, don't turn your nose up at the tourist offices.",There's nothing worth seeing in the tourist offices.,en,English,2
505329744e,ٹھیک ہے مجھے یاد نہیں ہے ایسا لگتا تھا جیسے اس نے کیا  لیکن یہ مجھے نہیں لگتا ہے مجھے لگتا ہے,میں پورے طور پر پریقین نہیں ہوں لیکن شاید ایسا ہی ہے۔,ur,Urdu,0
affb695474,Squamish镇以其在八月举办的滚动比赛而闻名，是前往加里波第省立公园徒步旅行者的有用基地。,斯夸米什是水上踩滚木竞赛开始的地方。,zh,Chinese,1
8970e5db5c,The spear missed Vrenna by only a hand-span.,The weapon was very sharp.,en,English,1
6f6a43fbad,"Một khi các quyết định này được đưa ra, tổ chức CIO phải cung cấp hỗ trợ đáp lại, hiệu quả thông qua phân bổ nguồn lực hiệu quả và thực hiện các trách nhiệm hàng ngày của nó.",CIO không tham gia vào các quyết định phân bổ nguồn lực.,vi,Vietnamese,2
e5d67a93a8,"From the inventories of the initiatives they developed in response to our request, we asked agency officials to identify those agency components and initiatives that, in their view, had successfully involved and empowered employees.",Agency officials need to identify the components that helped their employees improve their performances.,en,English,0
60e618193c,تم ایسا لہجہ اختیار کرو! تم ایسا لہجہ اختیار کرنے کی جرات کرو! وہ روئی، اس کو اچانک اپنی طیش سے چونکاتے ہوئے.,اس کے ساتھ اس کا سامنا کرنا پڑا وہ خاموش رہے,ur,Urdu,2
d376f277e9,"San'doro didn't make it sound hypothetical, thought Jon.","San'doro didn't sound like he was still thinking about that, thought Jon.",en,English,1
8e0a974ba7,Progressives at last are noticing that the best argument for government activism is that it works.,"Progressives are just now realizing that the best way to argue government activism is that it has proven to be very successful, although this isn't the only part of the argument progressives are noticing.",en,English,1
0d5258f66e,paid back down it uh,The balance was reduced through payment.,en,English,0
d388339c7e,"We can leave them and let them die, said Thorn.",Thorn told us to make sure we save them. ,en,English,2
e698d5bc4c,3 مليغرام ليلًا هو أكثر بكثير من اللازم.,من الزائد ليلاً أن تأخذ 3 مجم.,ar,Arabic,0
9c6a3e0891,5 are highly correlated during summer months in some areas.,Five are correlated during the summer in certain areas.  ,en,English,0
de291ab534,Watu wadogo wana umri gani?,Watu wadogo ni kikundi ambacho watu wengine wana shida kuainisha kwa umri.,sw,Swahili,0
c3d21150c3,23 ، 2004 (ما يقرب من ثلثي القادة المعروفين للقاعدة قد قُتلوا أو أُسروا).,كان تنظيم القاعدة منظمة ثابتة نسبيا لا تزال قادرة على العمل بأقل قدر من القيادة.,ar,Arabic,1
446e09261b,well um i uh exercise regularly i work at a university and i swim almost everyday,I am a fit person with 1.4% body fat.,en,English,1
c7d4c18af1,پروٹوٹائپ انجینئرنگ پروٹوٹائپ (مجازی یا پروڈکشن کے نمائندے پروٹوٹائپز ابتدائی مصنوعات کی جسمانی),نمونوں کی بہت ساری اقسام ہیں,ur,Urdu,0
118ac73961,do you think most states have that or,I think most states have that.,en,English,1
032ce336db,वो ये है जो पहले और सबसे कठिन प्रयास से इस कठिन भूमि से एक आधुनिक जीवन गढ़ना बनाया ।,भूमि नरम थी।,hi,Hindi,2
08cde8f681,Homes or businesses not located on one of these roads must place a mail receptacle along the route traveled.,The homes and businesses can place the mailbox wherever they would like.,en,English,2
8f279ec2be,但在这方面他没有希望！ 她哭了。,他听到了她远远的呼喊。,zh,Chinese,1
cbdb7ad48a,"67 through .67d, provide a mechanism for limiting the issues on which a trial-type hearing is required; allow the Postal Service to explain the unavailability of data that would otherwise have to be filed; and provide for data collection for the duration of the experiment.",67 through .67d does not provide mechanism for limiting issue on which trial-type hearing is required allowing postal service to explain unavailability of the data.,en,English,2
d6be2db618,"Anyway, thank you very much for trying to help us.",Thanks for all your help.,en,English,0
da730a17ce,"Part of the original design, they were destroyed by Emperor Aurangzeb, who refused images susceptible to idolatry.",All of the original design has been destroyed by Emperor Aurangzeb.,en,English,2
9686441f4c,"C'était probablement la première chose dont je me souvenais de ma petite enfance, et en particulier au sujet d'une bêtise.",Je me sens toujours mal à ce jour.,fr,French,1
9ac2d85331,ต้องถ่ายเอกสารคดีแล้วนำไปให้ผู้จ้าง,สิ่งนี้คือขั้นตอนในการส่งแฟ้มคดีไปยังลูกความ,th,Thai,1
afe9261b7e,Thánh giá được cho là nặng 181.740 tấn.,Cây thập tự được làm bằng đá rắn.,vi,Vietnamese,1
3a203aab53,"The Indigenous Project, a new program run by the Oregon Law Center, is one of only a handful of places in the United States where indigenous farmworkers from Mexico and Central America can find free and confidential legal aid.",The Indigenous Project is run by the Oregon Law Center in Portland.,en,English,1
14dfbd4730,cinsel ya da boşaltım faaliyetleri ya da organları.,Hiçbir aktivite sıvı aktarmaz.,tr,Turkish,2
7bc366b6cf,เขาโยนพวกมันใส่ฉันอีกครั้งและอีกครั้ง,เขาโยนพวกมันใส่ฉัน 48 ครั้ง,th,Thai,1
7b3c1a1875,كانت ساحة دام ليس لها مخرج لأول مرة في تاريخها.,كانت ساحة دام دائما غير ساحلية.,ar,Arabic,2
eee1b551f1,Expenses included in calculating net cost for education and training programs that are intended to increase or maintain national economic productive capacity shall be reported as investments in human capital as required supplementary stewardship information accompanying the financial statements of the Federal Government and its component units.,Net cost for education programs can be calculated as a way to decrease productivity.,en,English,2
8c25bc0d9b,"Однако, как указала дочь г-на Левитта, обычно это определяется, как резинка, которую используют для связывания вещей, как рифлёный грот на выстреле, легкие предметы на сетке для багажа, и так далее. Редактор.",У мистера Левитта не было детей.,ru,Russian,2
ac4480f2cb,oh you went to the dollar movie yeah yeah they show up at the dollar movie right after they get come out you know they're usually not not that great or didn't do that great anyway let me see let me see another movie i watched uh i want to see is uh that new one uh,they are shown at the dollar movie theater immediately after they're released,en,English,0
662bc27178,"I understand, mademoiselle, I understand all you feel. ","I am aware, madam, of how you feel.",en,English,0
633a790b93,ดังนั้นฉันอยากจะรักษามันไว้เพราะว่าฉันรู้ว่าถ้าคุณไม่ เอ่อ มันมี มันมีปัญหามากมายที่คุณจะเจอ,ไม่มีประโยชน์ที่จะพยายาม เพราะว่าฉันจะไม่สนใจ,th,Thai,2
237606efd9,Skeat จะไม่ในกรณีนี้ ปฏิเสธบันทึกนี้ และ ซ้ำกับการกระทำผิดกฎหมายบางเวลาในอนาคต,สเกทจะไม่ให้ความสนใจใดๆต่อข้อความ,th,Thai,2
fd1e2ae1dc,Very simply. ,Only a little explanation was needed.,en,English,1
df8d7fa3e7,"Je veux dire qu'il n'y avait aucun danger à aller à l'intérieur avec la bombe parce qu'elle n'aurait pas explosé, quelle que soit la force avec laquelle elle avait heurté le sol.",La bombe avait été désactivée par le pilote.,fr,French,1
0d9bed6948,La différence entre un président et un roi est qu'un roi n'a pas de vice.,"Il n'est jamais évident qui prendra la relève d'un roi en cas de décès, mais c'est évident pour un président.",fr,French,1
f1c753955d,"Never trust a Sather, Bork said softly.",Borker said to never trust a Sather.,en,English,0
5a447229a4,The researchers found expected stresses like the loss of a check in the mail and the illness of loved ones.,The stresses affected people much diffferently than the researchers expected.,en,English,2
f19a7860be,Allow time in Thirasia to explore Santorini's smaller sibling islands.,Santorini has smaller sibling islands that are worth exploring.,en,English,0
dd6873f92c,"ओह, क्या मानवीय जीवन लायक है और क्या आप किसी को पुनर्वास कर सकते हैं या नहीं",कोई भी मनुष्य पुनर्वास के लायक नहीं है।,hi,Hindi,2
251ca9d510, The leaves of the papyrus were dried and used by Ancient Egyptians as a form of paper.,Ancient Egyptians use papyrus leaves for paper.,en,English,0
be57b87776,"In his effort to build nationalism across Turkey in the 1920s, Ataterk instituted a campaign to suppress Kurdish identity that continues today.",His campaign to suppress the identity of the Kurds was successful.,en,English,0
89bfa94056,um-hum yeah i saw that for the first time yesterday in the evening,Yesterday was the first time I had ever seen that.,en,English,0
788691f423,"If she didn't like her restaurant so much, the woman'd be high-up in Applied by now.",She really loved to eat at her Greek restaurant.,en,English,1
6a78a53b20,"बोस्निया के लिए उनकी यात्रा हेतु खुफिया रिपोर्ट देखें, सऊदी अल कायदा के सदस्य की पूछताछ, 3 अक्टूबर, 2001.",अल कायदा का एक सदस्य बोस्निया गया।,hi,Hindi,0
42e9b5cdbf,"Năm ngoái, bạn đã hào phóng quyên góp $ -.",Bạn quyên góp tiền vào năm ngoái.,vi,Vietnamese,0
c71ba7c575,"Meine Schwester war mal mit einem stämmigen jungen Mann zusammen, der ein zäher Verstärker der Universität von Iowa war, deren Sportteam die Hawkeyes genannt wird.","Meine Schwester war früher mit einem Fan der Sportmannschaften der Universität von Iowa zusammen, die Hawkeyes heißen.",de,German,0
3c4d9eec0f,إن البحث الذي تم نشره في قسم العلوم يقدم دليلا على التقدم بتوثيق أول زراعة خلايا قلب وظيفية ناجحة تمثلت في نموذج حيواني.,تم زرع خلايا القلب في البداية لدى الخنازير.,ar,Arabic,1
c67593a9a9,"ab tak, Pokemon ka apariharya mout hame yeh mouka pradhan karti hai ki ham dusare asaadharan vyaktitva ko janam de aur uske par nivesh kare.",पोकेमोन जिन्दा है और ठीक है यह इतनी जल्दी अन्य उत्पादों के लिए धन कमाने का कोई रास्ता नहीं छोड़गा।,hi,Hindi,2
838f546e97,"Together they had a force of 130 attorneys and the responsibility to serve the civil legal needs of about 550,000 poor and vulnerable people throughout the state.",There were more lawyers than vulnerable people in the state.,en,English,2
8adde87033,see too much crime on TV and they think it's way to go i don't know what do you think,They don't see crime on TV.,en,English,2
faff69a825,"You can alternate lazy days on the beach with some of the Medi?­ter?­ra?­nean's best deep-sea diving, boat excursions around pirate coves, canoeing and fishing on inland rivers, or hikes and picnics in the mountains.","Outdoor activities range from beach-going, deep-sea diving, boat excursions, canoeing, and fishing, to hikes and picnics out in the wilderness.",en,English,0
6d2680cc5b,Είχαν κανονίσει ξεκινώντας από τη Νέα Υόρκη για να επισκεφτούν κάποιους συγγενείς αυτού του ξαδέλφου και απλώς έμειναν και δεν ήξερε πώς να επιστρέψει και έτσι έμεινε μαζί τους.,Έμεινε μαζί τους στη Νέα Υόρκη.,el,Greek,0
2ce0830395,"While headquarters staffing is to be streamlined, the staffing levels at the ports are to be maintained or increased.",Headquarters needs streamlined staff while ports don't. ,en,English,1
5a5de34e0e,حسناً لقد سمعتها وهي تعترف بنبرة صوت منخفضة.,تحدثت بهدوء لأنها كانت خائفة.,ar,Arabic,1
4ee65eb52d,"In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.","This model is not useful for seeing how certain budget policies affect national saving, as the model does not record that.",en,English,2
c22bc2c4d2,5 are highly correlated during summer months in some areas.,Nothing is correlated to the summer in all areas.  ,en,English,2
139405c5a2,"For fiscal year 1996, Congress determined that the Commission should recover $126,400,000 in costs, an amount 8.6 percent higher than required in fiscal year 1995.","Congress determined that Commission should recover over $126 million in costs, which is 8.6 percent higher than the year before. ",en,English,0
94bf02acf7,"Credibility is a vital factor, and Jim Lehrer does, indeed, have it.",Jim Lehrer has no credibility whatsoever.,en,English,2
f3e4bd2bb2,Ca'daan heard the Kal grunt and felt the horse lift.,The Kal's grunt was heard by Ca'daan.,en,English,0
54c102b8c3,إنهم يحبون الاختلاط الاجتماعي، وبصفة خاصة في قضبان البنية الشهيرة وهي المكان الذي يلتقون فيه، وعادة ما يضعون العالم في مكانه الصحيح.,يحبون التسكع مع الناس.,ar,Arabic,0
f6ec6e43cb,"Die englische Rede ist bereits überladen mit ausgefallenen Worten, die man niemals hätte aufnehmen dürfen und die sich jetzt noch abstellen sollten.","Experten haben fünfzig verschiedene Wörter gefunden, die nicht Teil der Sprache sein sollten.",de,German,1
9de918843c,"В центре площади расположен гранитный Weltkugelbrunnen (Фонтан мира) Йоахима Шметтау, который местные весело окрестили водным пельменем.",Weltkugelbrunnen сделан из алюминия.,ru,Russian,2
4d9070761e,"She admits to Dorcas, 'I don't know what to do; scandal between husband and wife is a dreadful thing.' At 4 o'clock she has been angry, but completely mistress of herself. ",She had remained in control despite her anger.,en,English,1
393944247f,This call to play fortuneteller is not easily refused.,It's not easily refused the call to play fortuneteller.,en,English,0
a2be6f1edc,Monday's Question (No.,There was a question on Tuesday.,en,English,2
182343346a,ریاست ٹیکساس سمجھتی ہے کہ اس کی  مختلف اقسامِ تعلیم اس کے میڈیکیڈ منصوبے کے لحاظ سے  موثر بہ لاگت ہیں۔,ٹیکساس اگلے سال اس مسئلے پر غور کرے گا۔,ur,Urdu,1
659daf96e9,Tommy felt his ascendancy less sure than a moment before.,A moment ago his ascendancy was certain.,en,English,1
8de78513ab,Prototip Mühendislik prototipleri (sanal veya Üretim temsilcisi prototipleri Başlangıçtaki ürünler fiziksel),Prototip diye bir şey yoktur.,tr,Turkish,2
4177ef393e,Πώς μπορεί κανείς να το κάνει αυτό;,Πώς μπορεί κάποιος να κάνει κάτι τόσο κακό;,el,Greek,1
c5ec759f79,"Массачусетский технологический институт (МТИ), основанный в 1861 году, является ведущим научно-техническим учреждением Америки, которое разработало множество современных технологий – от стробоскопической фотографии до процессов консервирования продуктов питания.",MIT была основана в 1861 году.,ru,Russian,0
9508c8e462,这种时候，我们在考虑不去打扰这些落后的小岛屿可能会更好一些。,这些岛屿被卷入战争之中。,zh,Chinese,1
38b89457d6,"In these cases, participants risk losing not only their jobs but also a significant portion of their retirement savings if their company files for bankruptcy.",Participants have no risk in losing their job in these cases.,en,English,2
600f4ba63c,"Ο Morrison έχει σίγουρα κερδίσει το δικαίωμα να είναι της ίδιας ιδιοσυγκρασίας όπως, ας πούμε, ο William Gaddis, ο Thomas Pynchon ή ο William Faulkner.",Ο Morrison επιτρέπεται να είναι εξίσου ιδιαίτερος με τον William Gaddis.,el,Greek,0
18fccb05ca,The guidelines do not apply to inpatient hospital services and hospice services and will be used by Medicare fiscal intermediaries to determine the maximum allowable costs of the therapy services.,They wished it applied to all the services.,en,English,1
af0ffc7a16,P. S. Một tặng phẩm cống hiến cho IMA là cho một món quà kỳ nghỉ tuyệt vời.,Một khoản quyên góp để vinh danh một người nào đó sẽ tạo ra một món quà tuyệt vời cho những ngày nghỉ lễ.,vi,Vietnamese,0
50513ce527,"Последното изречение... Предполагаме, разбира се, че не сте подали това есе другаде.","Разбираме, че по-рано сте публикували това есе в пет вестника.",bg,Bulgarian,2
deef79b92e,لقد وضعت خمسة فصائل من U2's,أتعامل مع U2.,ar,Arabic,0
f903b25ca2,Sometimes more than one denomination shares one church.,Denominations can make use of one church for the good of the community.,en,English,1
babeb595dd,"You wonder what youre going to be when you grow up, lawyer Smith said. ","The lawyer, Smith, pointed out that you wanted to know what you would be when you grew up.",en,English,0
